input_10_0.0.txt;911.7;619.9;875.2
input_10_0.5.txt;692.9;619.9;984.5
input_10_1.0.txt;1349.2;1312.8;2370.3
input_10_disco.txt;547;437.7;656.4
input_1210_0.0.txt;795313;33075.7;90183.3
input_1210_0.5.txt;1.10733e+10;1.20703e+08;4.25234e+08
input_1210_1.0.txt;1.37951e+10;4.54807e+08;1.7168e+09
input_1210_disco.txt;841298;232114;148421
input_1510_0.0.txt;764461;46641.5;96783.9
input_1510_0.5.txt;2.86061e+10;2.29545e+08;8.32832e+08
input_1510_1.0.txt;6.56683e+10;9.58811e+08;3.51734e+09
input_1510_disco.txt;1.26012e+06;356175;223033
input_1810_0.0.txt;815114;121545;140763
input_1810_0.5.txt;5.02796e+10;3.84997e+08;1.51001e+09
input_1810_1.0.txt;0;0;0
input_1810_disco.txt;0;0;0
input_310_0.0.txt;0;0;0
input_310_0.5.txt;0;0;0
input_310_1.0.txt;0;0;0
input_310_disco.txt;0;0;0
input_610_0.0.txt;0;0;0
input_610_0.5.txt;0;0;0
input_610_1.0.txt;0;0;0
input_610_disco.txt;0;0;0
input_910_0.0.txt;0;0;0
input_910_0.5.txt;0;0;0
input_910_1.0.txt;0;0;0
input_910_disco.txt;0;0;0
